Machine_ID,Temperature_C,Vibration_mm_s,Pressure_bar,RPM,Current_A,Voltage_V,Operating_Hours,Load_Percentage,Maintenance_Count,Last_Maintenance_Days,Failure_History,Machine_Status
M04707,86.88,5.45,65.37,2796,9.35,431.39,6607,61.32,3,153,No,Normal
M04708,64.19,6.95,79.53,3657,7.28,382.45,4839,77.74,5,128,No,Fault
M04709,81.46,6.07,100.54,2846,11.15,407.28,3353,82.96,3,83,Yes,Fault
M04710,69.54,4.48,86.82,1389,9.08,398.79,4930,65.35,6,140,No,Normal
M04711,62.7,2.19,63.26,2001,6.79,471.9,5876,63.28,2,47,No,Normal
M04712,77.11,3.49,69.25,4500,7.19,404.23,6954,45.32,0,46,Yes,Normal
M04713,74.92,7.36,102.54,2888,10.58,403.04,11474,57.85,3,92,No,Fault
M04714,74.28,6.99,91.83,3418,8.3,392.15,5548,65.61,3,53,No,Fault
M04715,70.98,3.38,67.72,2600,8.49,361.77,5157,70.92,1,178,No,Normal
M04716,69.55,0.5,60.28,2147,8.05,433.1,6211,80.01,3,122,No,Normal
M04717,98.66,4.12,76.25,2487,10.83,407.54,4077,82.58,4,54,No,Normal
M04718,84.21,3.98,59.08,2883,9.61,404.13,3472,40.69,1,63,No,Normal
M04719,78.67,4.05,82.82,2501,5.77,420.11,5136,69.04,4,45,No,Normal
M04720,71.34,5.45,119.32,4047,6.26,370.82,4281,63.17,2,29,No,Normal
M04721,82.09,6.08,62.64,2399,8.51,464.58,4409,72.2,4,47,No,Normal
M04722,76.22,6.28,82.4,2114,7.02,364.02,11458,73.62,4,103,Yes,Fault
M04723,70.31,5.3,103.37,3326,3.53,464.74,4331,46.8,2,85,Yes,Normal
M04724,66.36,1.26,95.49,3406,6.79,414.58,5616,100,2,60,No,Normal
M04725,69.03,3.89,82.92,2819,7.86,404.18,6846,75.65,5,83,No,Normal
M04726,35,8.65,82.95,2409,7.58,433.79,3255,53.11,2,41,No,Normal
M04727,72.53,5.17,68.82,1565,10.16,405.3,4973,61.37,2,15,Yes,Normal
M04728,64.14,5.16,81.25,3593,3.36,441.09,3253,48.87,2,165,No,Normal
M04729,89.11,5.15,88.41,3365,6.72,423.62,7772,65.69,2,177,No,Normal
M04730,70.23,5.25,100.47,2514,10.33,434.96,9104,68.11,3,45,No,Fault
M04731,55.73,0.5,76.32,2839,6.96,444.12,3914,78.1,2,88,No,Normal
M04732,69.4,4.07,82.34,2653,5.71,410.12,6691,61.01,2,163,No,Normal
M04733,57.45,4.43,71.71,3859,6.93,442.01,4898,100,2,189,Yes,Fault
M04734,75.68,6.81,88.15,2125,9.53,429.5,7297,56.68,2,113,No,Normal
M04735,73.49,4.59,95.97,2397,7.92,452.35,3096,58.82,1,137,No,Normal
M04736,81.49,1.54,93.82,2334,6.83,404.72,6705,68.13,5,40,Yes,Normal
M04737,60.51,5.27,68.62,3002,9.61,453.24,6608,55.33,2,37,Yes,Normal
M04738,70.41,3.05,87.06,2836,9.36,393.35,5256,82.63,1,59,No,Normal
M04739,53.62,2.31,75.52,2930,5.59,358.8,7684,49.86,4,120,No,Normal
M04740,78.42,3,99.15,2228,8.72,376.78,8959,79.22,3,17,No,Normal
M04741,76.23,5.48,82.74,3765,5.51,405.71,11279,64.84,2,64,No,Fault
M04742,75.95,6.77,63.73,2505,11.19,422.35,2984,100,7,125,No,Normal
M04743,70.02,5.37,81.92,3572,11.33,415.45,7918,55.78,1,135,Yes,Fault
M04744,74.98,5.64,91.42,4500,7.84,437.03,1907,92.65,4,36,Yes,Fault
M04745,89.25,5.35,88.42,2232,10.95,381.38,6436,72.37,4,124,Yes,Fault
M04746,66.58,4.68,77.83,3023,6.76,463.28,5132,78.56,3,75,No,Normal
M04747,71.66,5.75,76.81,2714,8.18,452.67,6414,41.99,1,86,No,Normal
M04748,56.97,0.5,71.17,4120,7.15,441.18,6704,66.85,3,81,No,Normal
M04749,59.58,4.7,79.47,2618,8.44,450.42,3050,64.77,2,210,No,Normal
M04750,71.17,2.62,73.02,2962,8.65,371.52,5017,83.34,3,147,No,Normal
M04751,83.25,6.59,98.58,2947,8.49,434.57,2456,61.67,4,29,No,Normal
M04752,66.92,4.24,72.38,2735,8.29,435.73,12000,98.48,2,126,Yes,Fault
M04753,67.17,4.56,86.71,3291,8.79,442.09,6048,64.66,3,95,Yes,Fault
M04754,65.12,1.79,85.76,2861,11.39,438.71,2459,32.84,7,55,Yes,Normal
M04755,63.58,6.33,98.24,3113,3.87,427.45,2573,62.55,5,184,No,Normal
M04756,73.54,5.63,100.25,2939,12.92,426.33,2859,70.95,2,82,No,Fault
M04757,52.03,5.5,94.74,2407,7.69,448.39,4156,78.41,3,54,No,Normal
M04758,85.37,3.04,89.94,2625,8.32,397.55,2218,65.48,2,60,No,Normal
M04759,62.01,3.11,70.32,3161,11.56,425.27,5303,100,5,103,No,Normal
M04760,78.66,4.9,70.04,3158,9.9,399.52,8832,75.65,4,189,No,Fault
M04761,54.76,3.25,73.16,3609,9.73,410.74,9427,60.82,5,73,Yes,Fault
M04762,78.03,5.28,95.53,4009,11.36,340.17,6079,55.3,1,74,No,Fault
M04763,78.06,0.61,86.03,2461,8.12,390.62,8079,93.61,3,62,No,Fault
M04764,74.61,3.62,97.16,2888,10.61,402.78,3707,64.69,3,112,No,Fault
M04765,58.07,7.73,99.04,2674,5.6,403.15,6697,77.27,4,100,No,Normal
M04766,72.99,5.29,74.84,2080,9.46,405.66,5558,88.2,5,88,No,Normal
M04767,55.8,4.8,85.45,3167,9.79,381.82,8901,59.71,5,91,No,Fault
M04768,66.97,8.07,84.82,3306,11.14,405.69,8429,62.03,5,98,No,Fault
M04769,82.35,0.5,80.41,2100,10.13,445.39,5469,93.42,2,66,No,Normal
M04770,79.56,3.03,77.51,2557,8.97,406.64,3228,49.88,4,27,Yes,Normal
M04771,70.18,3.78,101.59,2493,7.77,451.35,12000,81.4,5,102,No,Normal
M04772,58.3,6.05,85.73,1820,7.74,449.51,7998,90.42,2,111,No,Normal
M04773,77.75,6.08,85.18,2776,7.76,398.56,3272,60.66,5,87,No,Normal
M04774,70.23,2.94,73.76,2056,5.51,430.94,8000,92.55,1,41,Yes,Normal
M04775,42.16,6.3,94.45,2903,12.51,378.23,12000,68.84,2,108,No,Fault
M04776,79.39,3.77,70.93,2975,10.8,385.49,9573,58.79,3,132,No,Fault
M04777,69.71,6.68,91.37,3055,9.09,418.13,3890,55.6,3,131,No,Fault
M04778,84.43,2.64,91.75,3087,10.37,429.24,9202,86.75,3,64,No,Fault
M04779,56.86,4.28,79.22,3795,10.23,460.17,5610,62.72,5,38,Yes,Normal
M04780,35,3.62,89.45,2274,6.22,410.44,3769,70.75,4,40,Yes,Normal
M04781,73.35,6.4,87.6,2307,9.96,419.92,4014,74.12,3,176,Yes,Normal
M04782,73.5,3.56,84.45,3226,11.42,417.74,4227,38.66,2,82,No,Normal
M04783,49.71,4.42,85.18,2714,6.94,465.22,7989,66.15,3,97,No,Normal
M04784,58.26,5.41,85.86,3531,4.97,452.58,4009,85.02,5,140,No,Fault
M04785,103.06,5.48,86.82,3165,5.83,425.77,5344,45.6,0,151,No,Normal
M04786,66.33,6.1,85.84,4047,8.28,437.23,6740,60.02,3,181,No,Fault
M04787,78.77,4.88,69.55,2741,5.69,424.79,5317,66.65,1,77,No,Normal
M04788,62.19,3.75,82.87,1837,8.1,445.09,3672,69.25,2,68,Yes,Normal
M04789,44.92,3.87,88.71,3021,6.99,439.13,5400,71.51,3,115,No,Normal
M04790,67.96,4.55,86.36,2753,8.5,406.54,5749,78.58,2,241,Yes,Normal
M04791,66.81,4.95,98.35,3147,7.33,417.78,5546,89.36,4,168,No,Fault
M04792,65.2,4.24,93.68,3231,8.42,419.53,5484,79.41,4,80,No,Normal
M04793,68.62,4.53,72.81,2453,9.89,419.25,5087,65.1,4,72,Yes,Normal
M04794,73.17,1.77,82.67,2144,6.3,400.78,3809,70.08,1,70,No,Normal
M04795,68.2,5.7,80.64,2705,9.15,424.43,6972,86.92,3,114,No,Normal
M04796,54.83,4.83,84.94,1252,6.54,400.75,5077,74.46,1,116,Yes,Normal
M04797,75.83,6.3,84.96,2852,8.49,398.61,3962,81.09,3,81,No,Normal
M04798,46.61,4.5,93.56,2535,8.31,411.68,5831,73.81,0,71,No,Normal
M04799,45.4,1.37,87.48,3360,9.32,422.54,5987,62.45,4,40,No,Normal
M04800,78.87,3.85,102.23,1509,8.92,449.32,6697,43.68,6,29,Yes,Normal
M04801,76.08,4.14,88.37,2804,11.35,434.88,5820,59.49,5,115,No,Normal
M04802,69.31,5.84,73.37,3825,8.44,446.08,11581,72.6,2,204,No,Fault
M04803,53.25,0.77,78.46,3239,7.06,464.63,2531,64.09,5,159,Yes,Normal
M04804,61.51,4.57,93.45,3437,10.64,398.61,3618,62.18,1,159,No,Normal
M04805,66.85,5.42,62.4,3021,9.26,434.91,9528,60.14,3,91,No,Fault
M04806,50.85,3.31,66.16,1720,10.53,436.03,3777,73.18,2,95,Yes,Normal
M04807,61.13,4.63,85.15,2908,8.22,422.17,3825,77.19,6,173,No,Normal
M04808,77.83,3.37,98.31,3066,5.49,440,7840,56.38,6,115,Yes,Normal
M04809,87.13,3.19,103.3,2099,13.66,417.45,3006,68.85,2,134,No,Normal
M04810,64.97,3.76,81.96,2718,7.11,433.78,6759,82.03,2,99,No,Normal
M04811,79.08,3.22,99.85,1000,5.83,375.34,5544,94.49,9,90,Yes,Normal
M04812,47.03,5.73,86.01,2583,10.15,415.06,10062,85.88,6,212,Yes,Fault
M04813,77.91,3.18,63.56,2516,6.33,434.83,8433,79.05,0,148,Yes,Normal
M04814,60.35,2.87,84.89,3711,7.6,443.8,3060,60.1,2,93,No,Normal
M04815,73.69,7.68,76.34,2408,8.79,390.9,6006,73.85,2,161,No,Normal
M04816,67.03,6.23,97.86,2627,8.17,412.71,4844,84.97,2,113,No,Normal
M04817,85.84,1.15,84.64,2749,7.66,385.23,9205,53.69,8,193,No,Normal
M04818,59.51,3.12,67.11,2416,12.16,404.14,7707,49.97,0,69,Yes,Normal
M04819,77.53,4.94,64,3268,8.24,423.85,9391,72.02,2,181,No,Fault
M04820,66.65,5.08,84.71,1505,6.43,443.99,2745,41.04,0,23,No,Normal
M04821,68.1,1.82,51.12,3539,10.75,440.31,2602,60.08,3,42,Yes,Normal
M04822,67.79,6.59,77.75,2792,6.84,421.24,4416,57.25,5,179,No,Normal
M04823,59.85,5.99,88.23,3646,8.25,396.77,8022,75.34,5,45,No,Fault
M04824,69.83,5.37,70.2,1014,6.42,411.1,3484,61.95,2,99,Yes,Normal
M04825,69.25,6.94,98.92,1216,8.99,480,4561,69.45,2,92,No,Normal
M04826,72.89,5.31,101.67,2610,8.59,375.84,4371,57.73,5,66,No,Normal
M04827,71.01,5.31,70.77,3129,8.43,381.18,1960,72.78,2,119,No,Normal
M04828,79.58,7.3,80.83,2439,8.85,419.9,3788,66.92,1,129,No,Normal
M04829,81.08,6.48,98.93,3179,10.38,434.79,2727,48.45,4,110,Yes,Normal
M04830,57.39,2.99,84.98,3438,10.12,439.18,11711,72.65,3,105,Yes,Fault
M04831,80.43,5.64,65.48,3233,6.11,423.07,6150,73.83,2,38,No,Normal
M04832,55.76,3.3,82.99,2867,6.95,372.45,3810,82.76,3,40,No,Normal
M04833,77.05,5.41,73.06,2862,10.63,408.85,3652,80.55,1,97,Yes,Fault
M04834,77.44,5.36,100.51,2400,6.7,365.56,7357,84.47,4,167,No,Normal
M04835,47.06,2.01,93.48,2764,9.63,426.06,5042,62.56,6,42,Yes,Normal
M04836,71.12,4.28,80.61,2134,10.43,427.76,8119,76.26,5,191,Yes,Normal
M04837,64.38,4.98,86.99,2290,4.72,411.46,4449,45.53,1,61,Yes,Normal
M04838,60.89,3.71,66.69,3134,7.57,381.88,3873,36.15,4,88,No,Normal
M04839,86.21,5.07,74.45,2499,10.37,392.07,1450,51.8,3,125,Yes,Normal
M04840,62.16,5.95,106.75,2321,8.16,369.55,7411,34.22,4,67,Yes,Normal
M04841,60.32,4.44,85.75,3092,7.57,413.56,7572,74.43,5,116,No,Normal
M04842,70.91,4.9,98.02,3047,10.41,480,10345,71.96,0,167,No,Fault
M04843,78.23,6.99,88.25,2660,11.04,412.14,2870,40.89,4,84,No,Normal
M04844,68.3,5.35,103.4,2703,6.94,403.24,12000,92.65,1,79,No,Fault
M04845,84,4.86,57.02,3070,12.56,421.07,3105,70.18,0,21,No,Normal
M04846,76.37,2.78,82.36,3430,4.4,382.79,9652,44.13,3,55,No,Normal
M04847,43.86,5.71,108.03,2931,5.03,383.76,3794,89.74,5,71,Yes,Normal
M04848,63.65,5.09,98.39,2025,7.45,397.67,6239,55.13,3,204,No,Normal
M04849,63.26,6.81,103.56,2656,7.73,439.78,5059,74.3,3,147,No,Normal
M04850,75.75,4.58,84.91,2535,7.84,424.34,12000,74.07,2,112,No,Normal
M04851,38.5,1.23,77.48,2116,7.27,410.54,1772,45.6,3,114,Yes,Normal
M04852,100.59,1.44,70.62,3124,6.83,435.97,8827,92.17,1,125,Yes,Fault
M04853,76.37,5.82,69.64,3174,7.99,462.84,4142,100,2,181,No,Fault
M04854,71.79,3.47,96.3,3272,7.14,435.61,9230,49.66,3,142,No,Normal
M04855,84.18,5.29,92.18,2156,10.07,386.5,8265,75.12,3,108,Yes,Fault
M04856,98.12,4.71,84.07,2902,8.57,362.27,4705,73.47,2,130,No,Normal
M04857,80.45,4.2,92.11,2796,7.99,366.16,6750,72.39,5,92,Yes,Normal
M04858,81.39,4.33,86.99,3000,8.33,439.33,6496,100,3,106,No,Fault
M04859,71.57,2.94,98.47,2884,11.06,393.78,6118,72.05,1,91,No,Normal
M04860,68.3,4.47,98.34,2792,7.39,437.91,5765,77.03,2,209,No,Fault
M04861,64.29,3.45,70.08,2714,5.57,402.27,10489,87.2,2,67,No,Normal
M04862,60.09,3.83,88.83,3519,6.25,425.87,7709,100,3,138,No,Fault
M04863,61.76,3.92,61.64,2240,7.96,434.63,11125,56.22,2,246,No,Fault
M04864,53.79,4.09,86.86,2687,9.61,393.08,4339,64.83,1,135,Yes,Fault
M04865,69.09,6.16,93.46,3503,10.52,438.04,6636,74.39,2,107,No,Fault
M04866,49.78,4.27,66.61,2273,12.29,396.53,5891,54.14,2,40,Yes,Normal
M04867,72.29,6.34,79.17,2306,10.2,395.34,7474,87.25,7,11,No,Fault
M04868,69.56,7.27,85.13,3277,6.47,437.99,2201,70.2,1,102,No,Normal
M04869,71.76,6.04,88.27,1874,8.03,432.7,10551,49.31,6,105,No,Fault
M04870,63.73,5.46,81.1,3229,3.52,427.88,8799,66.18,1,65,Yes,Normal
M04871,106.92,5.09,68.59,2482,7.78,384.12,2892,49.74,1,52,Yes,Normal
M04872,86.32,6.06,84.24,3067,7.11,404.25,3588,62.43,3,36,Yes,Fault
M04873,55.07,4.66,61.87,2007,3.18,434.29,8205,30.52,2,127,No,Normal
M04874,72.79,6.27,81.74,3570,13.35,478.94,3784,83.69,2,101,No,Fault
M04875,62.7,5.61,78.82,2009,7.63,465.71,1931,59.58,5,38,No,Normal
M04876,57.83,3.85,83.12,3271,3.65,401.9,4760,51.22,3,21,No,Normal
M04877,53.92,6.11,77.17,2036,7.87,396.54,5125,65.33,3,196,No,Normal
M04878,75.19,4.66,63.89,3975,12.3,463.44,2912,89.73,1,111,No,Fault
M04879,61.82,4.31,79.87,2754,12.89,431.82,3634,79.38,6,102,No,Normal
M04880,81.61,3.64,98.03,4068,8.63,401.9,3988,100,3,249,No,Fault
M04881,81.93,4.8,102.66,2268,8.72,418.55,9196,43.73,4,52,No,Normal
M04882,86.49,6.29,119.15,2512,11.32,380.02,10965,42.99,5,48,No,Fault
M04883,59.77,6.1,108.68,3587,8.15,443.25,3071,63.5,0,183,No,Normal
M04884,75.7,5.14,68.24,1873,9.56,454.2,5698,97.11,1,47,Yes,Normal
M04885,77.59,5.58,79.28,2345,10.43,458.12,3084,82.03,5,137,Yes,Normal
M04886,64.31,6.79,84.68,3122,6.03,446.52,4687,83.05,2,35,No,Normal
M04887,60.74,4.23,83.8,2138,12.03,406.03,2927,50,3,252,No,Normal
M04888,89.31,2.49,85.97,3139,6.48,440.04,3690,61.27,4,104,No,Normal
M04889,72.73,6.84,118.71,2911,7.04,455.9,4120,61.38,6,84,No,Normal
M04890,77.63,3.55,69.85,1816,8.73,441.46,6312,75.05,1,158,No,Normal
M04891,60.14,3.26,75.01,3429,10.66,438.89,8494,82.09,6,65,Yes,Fault
M04892,55.37,1.27,108.01,1979,10.06,420.35,6670,67.74,2,104,No,Normal
M04893,63.17,5.53,76.38,3301,8.39,389.64,4880,48.27,5,173,No,Normal
M04894,68.51,1.58,90.51,2884,9.15,466.95,9488,54.95,1,103,No,Normal
M04895,57.23,3.15,99.49,2504,10.97,413.97,5057,79.27,5,59,No,Normal
M04896,69.88,5.56,91.81,2081,8.52,449,6784,92.93,2,72,No,Normal
M04897,49.74,5.8,87.68,3014,6.63,480,7345,76.4,6,25,No,Normal
M04898,56.56,3.33,98.14,2233,7.11,440.44,10192,59.99,2,66,No,Normal
M04899,78.05,4.26,72.5,3585,10.59,447.9,9480,56.83,3,108,No,Fault
M04900,77.25,2.93,78.05,3609,6.63,388.8,4817,62.55,3,108,Yes,Fault
M04901,65.3,3.51,92.5,3867,4.89,394.63,8690,94.87,3,11,No,Normal
M04902,57.79,4.98,56.03,2983,7.8,450.42,5240,57.73,0,130,Yes,Normal
M04903,57.67,3.6,104.83,2537,8.33,399.61,10775,52.39,5,120,No,Normal
M04904,65.52,4.06,89.25,2607,10.48,377.44,4556,60.11,3,102,No,Normal
M04905,77.73,1.86,87.14,2559,5.15,368.5,5185,70.1,4,80,No,Normal
M04906,81.14,6.54,62.17,2961,9.3,408.93,4266,61.34,3,125,No,Fault
M04907,64.04,5.42,66.99,3084,11.15,408.58,3972,60.13,0,32,No,Normal
M04908,56.16,5.93,79.42,3601,6.62,442.94,7815,76.21,2,66,Yes,Fault
M04909,73.21,6.82,96.3,2813,8.69,387.3,2840,43.96,3,112,No,Normal
M04910,60.12,3.01,55.93,1888,3.55,453.57,4023,59.58,4,54,No,Normal
M04911,63.78,3.85,96.04,2535,10.51,381.05,6302,65.38,5,81,No,Normal
M04912,85.9,1.09,79.96,3811,10.33,381.79,5904,75.19,1,100,No,Normal
M04913,79.93,10.15,81.87,1788,8.45,418.88,7396,56.7,3,12,No,Fault
M04914,71.9,4.23,88.55,3280,5.45,416.49,11191,45.05,2,58,Yes,Normal
M04915,54.74,6.37,88.77,2546,10.03,431.23,2832,76.8,1,42,Yes,Normal
M04916,72.54,2.27,75.03,2226,7.94,382.08,3525,100,2,74,Yes,Normal
M04917,82.75,6.29,93.75,3057,2.11,424.89,7844,65.25,6,168,No,Normal
M04918,65.49,7.84,52.53,3815,10.29,368.01,5318,75.15,2,62,No,Fault
M04919,86.21,4.39,78.69,3021,11.18,353.53,2960,65.85,1,110,No,Fault
M04920,85.51,2.68,87.15,2629,11.58,466.18,2083,60.32,2,120,No,Normal
M04921,89.96,4.25,80.17,1958,5.56,444.3,5493,78.97,1,108,No,Normal
M04922,73.66,0.5,59.42,2736,4.09,414.9,9345,62.66,2,116,No,Normal
M04923,77.05,4.43,95.61,1934,7.56,358.37,6290,50.55,6,134,No,Normal
M04924,86.97,5.98,67.52,2599,9.69,402.17,5840,68.3,3,49,No,Fault
M04925,75.37,4.44,84.05,2759,6.33,427.57,4736,44.94,1,103,Yes,Normal
M04926,63.99,3.99,87.14,1266,4.84,402.11,3880,84.1,5,18,No,Normal
M04927,64.62,5.45,85.28,3702,10.17,458.72,3778,82.72,4,104,No,Normal
M04928,72.86,5.59,101.37,1995,7.71,432.62,8314,87.42,5,133,No,Fault
M04929,54.51,1.51,84.25,2679,9.93,389.15,3943,47.89,6,112,Yes,Normal
M04930,68.28,4.66,90.98,3147,8.54,370.32,2977,67.89,1,65,No,Normal
M04931,83.16,8.88,84.22,3651,8.12,439.49,6921,100,6,40,No,Fault
M04932,43.7,2.1,93.58,2285,8.35,438.55,11027,44.56,3,199,No,Normal
M04933,88.41,4.35,104.51,1169,7.68,436.17,12000,59.48,8,239,No,Normal
M04934,83.47,8,86.93,3501,7.45,462.19,10748,67.43,4,85,No,Fault
M04935,64.48,6.49,95.95,1988,5.97,427.81,5279,59.15,3,262,No,Normal
M04936,76.52,3.58,105.37,3034,9.61,417.63,3293,60.02,7,110,No,Normal
M04937,70.04,4.87,104,3074,11.37,436.4,7265,61.32,2,129,No,Fault
M04938,84.76,4.5,79.61,1000,7.35,449.57,12000,43.64,1,135,No,Normal
M04939,81.79,3.15,99.51,1750,12.79,434.25,10193,48.47,1,101,Yes,Fault
M04940,53.2,4.37,88.48,2500,9.37,415.88,7363,57.84,4,132,No,Normal
M04941,77.05,4,100.64,1120,9.09,442.11,5152,15,8,55,No,Normal
M04942,67.53,4.7,92.96,1930,10.01,417.69,5434,48.08,8,8,No,Normal
M04943,70.99,3.15,88.86,2880,10.74,401.34,2178,68.24,7,166,Yes,Normal
M04944,61.26,2.2,91.08,2742,7.45,418.4,3570,58.83,1,112,No,Normal
M04945,90.98,4.43,88.57,2997,9.78,406.07,3862,50.83,3,292,Yes,Normal
M04946,82.48,7.59,89.12,3092,10.91,412.6,8566,64.54,3,78,No,Fault
M04947,61.12,4.65,82.78,1707,7.63,391.31,4568,62.87,1,221,No,Normal
M04948,53.98,3.9,81.48,1965,8.51,442.97,4599,78.93,7,62,No,Normal
M04949,65.37,5.86,109.68,3295,6.74,420.99,6970,71.49,5,151,No,Normal
M04950,75.21,4.22,91.69,3791,7.37,434.89,4376,64.75,2,82,No,Fault
M04951,72.88,7.86,76.97,2171,7.7,428.5,7561,48.54,3,134,No,Normal
M04952,85.04,4.49,81.12,2968,6.42,389.74,8520,64.67,6,48,No,Normal
M04953,79.48,5.76,99.79,3325,8.36,452.05,6886,34.07,1,62,No,Normal
M04954,81.63,3.14,74.69,2954,9.26,408.69,6147,100,2,34,No,Normal
M04955,73.92,5.41,64.25,2638,9.48,404.89,8851,39.48,4,57,Yes,Normal
M04956,53.33,5,65.28,2384,6.64,421.01,4452,69.31,0,114,No,Normal
M04957,67.65,4.4,60.79,4090,7.11,421.55,4284,59.54,3,137,No,Normal
M04958,82.72,3.6,66.82,2863,10.46,480,6607,65.71,4,115,No,Normal
M04959,69.38,3.35,68.47,3053,7.1,431.7,1503,69.87,3,55,Yes,Normal
M04960,76.04,5.01,104.39,3011,10.4,401.4,10314,49.2,4,109,No,Fault
M04961,66.18,5.63,84.35,2272,6.82,468.15,6195,79.8,2,21,Yes,Fault
M04962,57.64,4.27,79.91,2833,9.37,369.36,1073,82.81,1,59,No,Normal
M04963,68.52,5.02,64.79,2591,10.23,401.5,12000,63.03,2,150,Yes,Fault
M04964,73.71,4.43,83,2579,2.41,399.44,7721,78.52,4,180,No,Normal
M04965,62.13,4.68,60.68,3006,10.5,414.88,10542,99.3,1,55,Yes,Fault
M04966,67.17,4.14,79.83,2205,11.5,424.69,6917,75.27,2,67,No,Fault
M04967,58.73,4.53,113.9,2017,7.79,427.2,4615,74.9,4,119,No,Normal
M04968,83.43,9.36,94.29,3127,9.3,426.68,1929,38.05,5,133,Yes,Fault
M04969,66.47,5.06,82.06,2454,6.57,432.64,6331,82.77,1,143,No,Normal
M04970,87.43,5.66,94.77,2576,9.34,413.31,7483,62.08,3,64,No,Fault
M04971,88.34,5.29,77.7,1546,14.16,451.11,6124,83,3,89,No,Normal
M04972,69.03,4.03,73.79,3426,3.45,369.87,3508,72.11,4,50,No,Normal
M04973,57.9,6.83,108.86,3141,7.35,343.54,1720,45.35,3,99,No,Normal
M04974,44.97,3.98,69.01,3260,10.33,435.74,3968,63.17,1,124,No,Normal
M04975,52.34,6.4,80.04,3052,11.4,405.73,4864,88.31,5,167,No,Fault
M04976,53.51,3.9,89.28,1815,5.32,463.09,2980,100,4,64,No,Normal
M04977,86.54,2.77,71.89,2949,7.03,444.19,2714,51.85,3,23,No,Normal
M04978,71.39,5.16,94.11,2404,7.17,431.49,6445,40.78,4,119,No,Normal
M04979,74.68,2.51,80.71,2174,7,401.37,6174,67.32,1,101,No,Normal
M04980,43.35,5.46,94.29,3125,8.23,433.92,3687,72.47,1,355,No,Normal
M04981,55.62,2.35,93.2,3878,5.21,403.9,4060,78.39,3,41,No,Normal
M04982,80.64,3.93,81.6,3771,7.91,416.67,8388,86.1,4,143,Yes,Fault
M04983,73.44,1.92,108.95,3204,6.35,405.86,5230,76.12,1,131,Yes,Normal
M04984,68.23,9.58,75.69,2780,8.34,422.26,8646,54.19,0,51,No,Fault
M04985,76.78,1.52,103.88,2660,6.88,407.97,4778,74.44,3,41,Yes,Normal
M04986,89.63,4.52,101.45,2212,8.11,443.02,5456,46.93,0,149,No,Normal
M04987,67.35,6.56,109.79,2625,6.12,427.68,5688,41.24,1,39,Yes,Fault
M04988,70.83,6.37,87.44,3391,10.69,400.74,11098,89.79,3,92,No,Fault
M04989,72.31,6.03,73.96,3985,7.75,402.47,8132,86.28,3,196,No,Fault
M04990,98.71,3.93,114.08,2269,8.53,379.44,5597,29.98,3,76,No,Normal
M04991,44.81,6.93,80.31,1503,8.16,360.34,2977,89.43,4,159,Yes,Normal
M04992,78.2,6.14,73.61,2455,8.52,441.12,8015,70.72,6,56,No,Normal
M04993,68.62,4.88,82.34,3388,8.51,405.03,3826,86.64,3,32,No,Normal
M04994,76.8,4.93,71.26,4147,10.35,380.91,8363,37.65,2,40,No,Fault
M04995,62.11,3.95,92.37,3652,7.84,427.44,5845,56.81,0,59,No,Normal
M04996,69.41,2.86,76.52,3635,6.84,394.8,6824,55.31,1,169,No,Normal
M04997,78.54,6.73,80.98,2248,8.6,413.06,2596,64.11,2,29,No,Normal
M04998,107.35,6.86,98.55,2266,7.09,378.82,6544,69.68,3,101,No,Fault
M04999,79.7,2.91,93.73,1940,8.33,433.17,2090,28.51,1,82,Yes,Normal
M05000,59.82,4.22,85.22,2367,6.08,417.47,2811,58.17,5,53,No,Normal
M05001,64.91,4.24,87.39,3394,10.91,428.99,6910,59.02,4,50,No,Fault
M05002,64.56,4.44,85.17,3856,6.7,403.03,2745,56.22,5,365,No,Normal
M05003,48.45,4.62,78.96,3025,11.26,421.92,1849,62.6,2,55,No,Normal
M05004,66.04,6.2,84.96,2634,8.36,374.25,5420,100,2,16,No,Fault
M05005,78.79,3.16,91.87,2107,10.47,478.69,2978,65.91,1,79,No,Normal
M05006,54.71,2.98,83.23,2727,6.74,426.61,4726,39.13,1,132,No,Normal
M05007,82.58,6.73,90.88,2932,3.98,462.81,3620,79.61,1,69,No,Normal
M05008,75.85,3.67,73.29,1849,4.71,407.55,4481,83.93,7,95,Yes,Normal
M05009,61.19,2.23,76.55,3399,14.26,385.6,6164,80.36,2,67,No,Fault
M05010,68.3,3.63,74.72,2524,7.12,401.24,6596,54.72,7,208,No,Normal
M05011,89.18,3.91,77.09,3360,11.02,413.77,8214,88.14,1,105,No,Fault
M05012,78.8,7.3,103.02,2793,5.52,411.74,6693,78.22,1,17,No,Fault
M05013,70.11,6.16,95.16,2993,8.91,467.12,6250,81.8,3,80,No,Fault
M05014,67.15,6.57,69.92,2344,9.3,391.04,8385,76.09,4,241,Yes,Normal
M05015,70.92,5.98,91.12,2576,15.02,398.07,3375,85.43,2,114,No,Fault
M05016,63.86,6.2,79.53,3217,7.77,434.96,8280,69.86,1,66,Yes,Fault
M05017,44.74,3.26,75.45,2715,6.86,370.57,5563,74.63,2,131,Yes,Normal
M05018,94.51,4.14,64.2,2082,9.31,413.87,9395,60.98,1,54,No,Normal
M05019,71.86,2.72,98.61,2873,6.37,418.97,3228,60.59,4,74,No,Normal
